,census_code,label
15153,B25063_008E,Estimate!!Total:!!With cash rent:!!$300 to $349
15154,B15002_033E,Estimate!!Total:!!Female:!!Master's degree
15155,B24122_292E,Estimate!!Total:!!Janitors and building cleaners
15156,B24114_486E,"Estimate!!Total:!!Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic"
15157,B25063_009E,Estimate!!Total:!!With cash rent:!!$350 to $399
15158,B24122_291E,"Estimate!!Total:!!First-line supervisors of landscaping, lawn service, and groundskeeping workers"
15159,B24114_485E,"Estimate!!Total:!!Cutting, punching, and press machine setters, operators, and tenders, metal and plastic"
15160,B15002_035E,Estimate!!Total:!!Female:!!Doctorate degree
15161,B07401_029E,Estimate!!Total living in area 1 year ago:!!Same house:!!60 to 64 years
15162,B25056_012E,Estimate!!Total:!!With cash rent:!!$500 to $549
15163,B25056_013E,Estimate!!Total:!!With cash rent:!!$550 to $599
15164,B07401_027E,Estimate!!Total living in area 1 year ago:!!Same house:!!50 to 54 years
15165,B25056_010E,Estimate!!Total:!!With cash rent:!!$400 to $449
15166,B07401_028E,Estimate!!Total living in area 1 year ago:!!Same house:!!55 to 59 years
15167,B25056_011E,Estimate!!Total:!!With cash rent:!!$450 to $499
15168,B24114_480E,Estimate!!Total:!!Food batchmakers
15169,B24122_299E,Estimate!!Total:!!Animal trainers
15170,B19037C_014E,"Estimate!!Total:!!Householder under 25 years:!!$75,000 to $99,999"
15171,B25127_026E,Estimate!!Total:!!Owner occupied:!!Built 1960 to 1979:!!2 to 4
15172,B26218_023E,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!College/university student housing:!!Male
15173,B07401_033E,Estimate!!Total living in area 1 year ago:!!Moved within same county:
15174,B24121_475E,Estimate!!Total:!!Structural metal fabricators and fitters
15175,B26218_024E,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!College/university student housing:!!Female
15176,B25127_025E,"Estimate!!Total:!!Owner occupied:!!Built 1960 to 1979:!!1, detached  or attached"
15177,B07401_034E,Estimate!!Total living in area 1 year ago:!!Moved within same county:!!1 to 4 years
15178,B19037C_013E,"Estimate!!Total:!!Householder under 25 years:!!$60,000 to $74,999"
15179,B26218_022E,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!College/university student housing:
15180,B24121_474E,Estimate!!Total:!!Engine and other machine assemblers
15181,B25063_020E,"Estimate!!Total:!!With cash rent:!!$1,000 to $1,249"
15182,B25127_024E,Estimate!!Total:!!Owner occupied:!!Built 1960 to 1979:
15183,B25127_028E,Estimate!!Total:!!Owner occupied:!!Built 1960 to 1979:!!20 to 49
15184,B19037C_016E,"Estimate!!Total:!!Householder under 25 years:!!$125,000 to $149,999"
15185,B07401_031E,Estimate!!Total living in area 1 year ago:!!Same house:!!70 to 74 years
15186,B24121_477E,Estimate!!Total:!!Bakers
15187,B25063_021E,"Estimate!!Total:!!With cash rent:!!$1,250 to $1,499"
15188,B26218_026E,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!Military quarters/military ships:!!Male
15189,B25127_027E,Estimate!!Total:!!Owner occupied:!!Built 1960 to 1979:!!5 to 19
15190,B19037C_015E,"Estimate!!Total:!!Householder under 25 years:!!$100,000 to $124,999"
15191,B07401_032E,Estimate!!Total living in area 1 year ago:!!Same house:!!75 years and over
15192,B24121_476E,Estimate!!Total:!!Other assemblers and fabricators
15193,B26218_025E,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!Military quarters/military ships:
15194,B25063_022E,"Estimate!!Total:!!With cash rent:!!$1,500 to $1,999"
15195,B07401_037E,Estimate!!Total living in area 1 year ago:!!Moved within same county:!!20 to 24 years
15196,B19037C_010E,"Estimate!!Total:!!Householder under 25 years:!!$40,000 to $44,999"
15197,B25127_021E,Estimate!!Total:!!Owner occupied:!!Built 1980 to 1999:!!20 to 49
15198,B24121_479E,"Estimate!!Total:!!Food and tobacco roasting, baking, and drying machine operators and tenders"
15199,B07401_038E,Estimate!!Total living in area 1 year ago:!!Moved within same county:!!25 to 29 years
15200,B25127_020E,Estimate!!Total:!!Owner occupied:!!Built 1980 to 1999:!!5 to 19
15201,B24121_478E,"Estimate!!Total:!!Butchers and other meat, poultry, and fish processing workers"
15202,B19037C_012E,"Estimate!!Total:!!Householder under 25 years:!!$50,000 to $59,999"
15203,B07401_035E,Estimate!!Total living in area 1 year ago:!!Moved within same county:!!5 to 17 years
15204,B26218_021E,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!Female
15205,B25127_023E,"Estimate!!Total:!!Owner occupied:!!Built 1980 to 1999:!!Mobile home, boat, RV, van, etc."
15206,B25056_026E,"Estimate!!Total:!!With cash rent:!!$3,500 or more"
15207,B19037C_011E,"Estimate!!Total:!!Householder under 25 years:!!$45,000 to $49,999"
15208,B07401_036E,Estimate!!Total living in area 1 year ago:!!Moved within same county:!!18 and 19 years
15209,B26218_020E,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!Male
15210,B25056_027E,Estimate!!Total:!!No cash rent
15211,B25127_022E,Estimate!!Total:!!Owner occupied:!!Built 1980 to 1999:!!50 or more
15212,B15002_026E,Estimate!!Total:!!Female:!!11th grade
15213,B25063_027E,Estimate!!Total:!!No cash rent
15214,B15002_025E,Estimate!!Total:!!Female:!!10th grade
15215,B24114_479E,"Estimate!!Total:!!Food and tobacco roasting, baking, and drying machine operators and tenders"
15216,B15002_028E,Estimate!!Total:!!Female:!!High school graduate (includes equivalency)
15217,B24114_477E,Estimate!!Total:!!Bakers
15218,B24114_478E,"Estimate!!Total:!!Butchers and other meat, poultry, and fish processing workers"
15219,B15002_027E,"Estimate!!Total:!!Female:!!12th grade, no diploma"
15220,B26218_028E,Estimate!!Total:!!Household population
15221,B25063_023E,"Estimate!!Total:!!With cash rent:!!$2,000 to $2,499"
15222,B24121_471E,Estimate!!Total:!!First-line supervisors of production and operating workers
15223,B07401_030E,Estimate!!Total living in area 1 year ago:!!Same house:!!65 to 69 years
15224,B25063_024E,"Estimate!!Total:!!With cash rent:!!$2,500 to $2,999"
15225,B26218_027E,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!Military quarters/military ships:!!Female
15226,B15002_029E,"Estimate!!Total:!!Female:!!Some college, less than 1 year"
15227,B24121_470E,"Estimate!!Total:!!Other installation, maintenance, and repair workers"
15228,B25063_025E,"Estimate!!Total:!!With cash rent:!!$3,000 to $3,499"
15229,B24121_473E,"Estimate!!Total:!!Electrical, electronics, and electromechanical assemblers"
15230,B25063_026E,"Estimate!!Total:!!With cash rent:!!$3,500 or more"
15231,B24121_472E,"Estimate!!Total:!!Aircraft structure, surfaces, rigging, and systems assemblers"
15232,B10051_001E,Estimate!!Total:
15233,B24114_472E,"Estimate!!Total:!!Aircraft structure, surfaces, rigging, and systems assemblers"
15234,B24114_471E,Estimate!!Total:!!First-line supervisors of production and operating workers
15235,B24114_470E,"Estimate!!Total:!!Other installation, maintenance, and repair workers"
15236,B10051_003E,Estimate!!Total:!!Grandparent responsible for own grandchildren under 18 years:!!Householder or spouse with no parent of grandchildren present:
15237,B15002_020E,Estimate!!Total:!!Female:!!No schooling completed
15238,B10051_002E,Estimate!!Total:!!Grandparent responsible for own grandchildren under 18 years:
15239,B24114_476E,Estimate!!Total:!!Other assemblers and fabricators
15240,B15002_022E,Estimate!!Total:!!Female:!!5th and 6th grade
15241,B25063_019E,Estimate!!Total:!!With cash rent:!!$900 to $999
15242,B24114_475E,Estimate!!Total:!!Structural metal fabricators and fitters
15243,B15002_021E,Estimate!!Total:!!Female:!!Nursery to 4th grade
15244,B24114_474E,Estimate!!Total:!!Engine and other machine assemblers
15245,B15002_024E,Estimate!!Total:!!Female:!!9th grade
15246,B24114_473E,"Estimate!!Total:!!Electrical, electronics, and electromechanical assemblers"
15247,B15002_023E,Estimate!!Total:!!Female:!!7th and 8th grade
15248,B10051_009E,Estimate!!Total:!!Grandparent not responsible for own grandchildren under 18 years:
15249,B25056_024E,"Estimate!!Total:!!With cash rent:!!$2,500 to $2,999"
15250,B19037C_009E,"Estimate!!Total:!!Householder under 25 years:!!$35,000 to $39,999"
15251,B10051_008E,Estimate!!Total:!!Grandparent responsible for own grandchildren under 18 years:!!Other grandparents:!!60 years and over
15252,B25056_025E,"Estimate!!Total:!!With cash rent:!!$3,000 to $3,499"
15253,B07401_039E,Estimate!!Total living in area 1 year ago:!!Moved within same county:!!30 to 34 years
15254,B25056_022E,"Estimate!!Total:!!With cash rent:!!$1,500 to $1,999"
15255,B25056_023E,"Estimate!!Total:!!With cash rent:!!$2,000 to $2,499"
15256,B10051_005E,Estimate!!Total:!!Grandparent responsible for own grandchildren under 18 years:!!Householder or spouse with no parent of grandchildren present:!!60 years and over
15257,B19037C_006E,"Estimate!!Total:!!Householder under 25 years:!!$20,000 to $24,999"
15258,B25056_020E,"Estimate!!Total:!!With cash rent:!!$1,000 to $1,249"
15259,B25127_029E,Estimate!!Total:!!Owner occupied:!!Built 1960 to 1979:!!50 or more
15260,B19037C_005E,"Estimate!!Total:!!Householder under 25 years:!!$15,000 to $19,999"
15261,B10051_004E,Estimate!!Total:!!Grandparent responsible for own grandchildren under 18 years:!!Householder or spouse with no parent of grandchildren present:!!30 to 59 years
15262,B25056_021E,"Estimate!!Total:!!With cash rent:!!$1,250 to $1,499"
15263,B10051_007E,Estimate!!Total:!!Grandparent responsible for own grandchildren under 18 years:!!Other grandparents:!!30 to 59 years
15264,B19037C_008E,"Estimate!!Total:!!Householder under 25 years:!!$30,000 to $34,999"
15265,B10051_006E,Estimate!!Total:!!Grandparent responsible for own grandchildren under 18 years:!!Other grandparents:
15266,B19037C_007E,"Estimate!!Total:!!Householder under 25 years:!!$25,000 to $29,999"
15267,C21001F_010E,Estimate!!Total:!!Female:!!18 to 64 years:
15268,B17020_008E,Estimate!!Total:!!Income in the past 12 months below poverty level:!!75 to 84 years
15269,B24115_271E,Estimate!!Total:!!Animal control workers
15270,B24114_429E,"Estimate!!Total:!!Excavating and loading machine and dragline operators, surface mining"
15271,B19130_001E,Estimate!!Aggregate family income in the past 12 months (in 2019 inflation-adjusted dollars):
15272,B17020_007E,Estimate!!Total:!!Income in the past 12 months below poverty level:!!60 to 74 years
15273,C21001F_011E,Estimate!!Total:!!Female:!!18 to 64 years:!!Veteran
15274,B24115_270E,Estimate!!Total:!!Police officers
15275,B24114_428E,"Estimate!!Total:!!Derrick, rotary drill, and service unit operators, oil and gas"
15276,C21001F_012E,Estimate!!Total:!!Female:!!18 to 64 years:!!Nonveteran
15277,B24115_273E,Estimate!!Total:!!Security guards and gambling surveillance officers
15278,B24114_427E,Estimate!!Total:!!Miscellaneous construction and related workers
15279,C21001F_013E,Estimate!!Total:!!Female:!!65 years and over:
15280,B24115_272E,Estimate!!Total:!!Private detectives and investigators
15281,B17020_009E,Estimate!!Total:!!Income in the past 12 months below poverty level:!!85 years and over
15282,B24114_426E,Estimate!!Total:!!Septic tank servicers and sewer pipe cleaners
15283,C21001F_014E,Estimate!!Total:!!Female:!!65 years and over:!!Veteran
15284,B24115_275E,Estimate!!Total:!!Transportation security screeners
15285,B25127_057E,Estimate!!Total:!!Renter occupied:!!Built 2000 to 2009:!!20 to 49
15286,B19130_005E,Estimate!!Aggregate family income in the past 12 months (in 2019 inflation-adjusted dollars):!!Married couple family (dollars):!!Householder 35 to 44 years (dollars)
15287,C21001F_015E,Estimate!!Total:!!Female:!!65 years and over:!!Nonveteran
15288,B24115_274E,Estimate!!Total:!!Crossing guards and flaggers
15289,B25127_056E,Estimate!!Total:!!Renter occupied:!!Built 2000 to 2009:!!5 to 19
15290,B19130_004E,Estimate!!Aggregate family income in the past 12 months (in 2019 inflation-adjusted dollars):!!Married couple family (dollars):!!Householder 25 to 34 years (dollars)
15291,B24115_277E,Estimate!!Total:!!Other protective service workers
15292,B19130_003E,Estimate!!Aggregate family income in the past 12 months (in 2019 inflation-adjusted dollars):!!Married couple family (dollars):!!Householder 15 to 24 years (dollars)
15293,B24115_276E,Estimate!!Total:!!School bus monitors
15294,B25127_059E,"Estimate!!Total:!!Renter occupied:!!Built 2000 to 2009:!!Mobile home, boat, RV, van, etc."
15295,B25127_058E,Estimate!!Total:!!Renter occupied:!!Built 2000 to 2009:!!50 or more
15296,B19130_002E,Estimate!!Aggregate family income in the past 12 months (in 2019 inflation-adjusted dollars):!!Married couple family (dollars):
15297,B24114_420E,Estimate!!Total:!!Construction and building inspectors
15298,B07004CPR_002E,Estimate!!Total:!!Same house 1 year ago
15299,B25127_053E,Estimate!!Total:!!Renter occupied:!!Built 2000 to 2009:
15300,B07004CPR_003E,Estimate!!Total:!!Moved within same municipio
15301,B25127_052E,"Estimate!!Total:!!Renter occupied:!!Built 2010 or later:!!Mobile home, boat, RV, van, etc."
15302,B07004CPR_004E,Estimate!!Total:!!Moved from different municipio
15303,B25127_055E,Estimate!!Total:!!Renter occupied:!!Built 2000 to 2009:!!2 to 4
15304,B07004CPR_005E,Estimate!!Total:!!Moved from the United States
15305,B25127_054E,"Estimate!!Total:!!Renter occupied:!!Built 2000 to 2009:!!1, detached  or attached"
15306,B16001_048E,Estimate!!Total:!!Hindi:
15307,B07007_029E,Estimate!!Total:!!Moved from abroad:!!Foreign born:!!Naturalized U.S. citizen
15308,B24114_425E,Estimate!!Total:!!Rail-track laying and maintenance equipment operators
15309,B07007_028E,Estimate!!Total:!!Moved from abroad:!!Foreign born:
15310,B16001_049E,"Estimate!!Total:!!Hindi:!!Speak English ""very well"""
15311,B24114_424E,Estimate!!Total:!!Highway maintenance workers
15312,B07007_027E,Estimate!!Total:!!Moved from abroad:!!Native
15313,B16001_046E,"Estimate!!Total:!!Gujarati:!!Speak English ""very well"""
15314,B24114_422E,Estimate!!Total:!!Fence erectors
15315,B25127_051E,Estimate!!Total:!!Renter occupied:!!Built 2010 or later:!!50 or more
15316,B24114_423E,Estimate!!Total:!!Hazardous materials removal workers
15317,B07007_026E,Estimate!!Total:!!Moved from abroad:
15318,B16001_047E,"Estimate!!Total:!!Gujarati:!!Speak English less than ""very well"""
15319,B07004CPR_001E,Estimate!!Total:
15320,B24114_421E,Estimate!!Total:!!Elevator and escalator installers and repairers
15321,B07007_025E,Estimate!!Total:!!Moved from different state:!!Foreign born:!!Not a U.S. citizen
15322,B25127_050E,Estimate!!Total:!!Renter occupied:!!Built 2010 or later:!!20 to 49
15323,B19101C_005E,"Estimate!!Total:!!$20,000 to $24,999"
15324,B16001_056E,"Estimate!!Total:!!Punjabi:!!Speak English less than ""very well"""
15325,B07007_024E,Estimate!!Total:!!Moved from different state:!!Foreign born:!!Naturalized U.S. citizen
15326,B19101C_004E,"Estimate!!Total:!!$15,000 to $19,999"
15327,B16001_057E,Estimate!!Total:!!Bengali:
15328,B07007_023E,Estimate!!Total:!!Moved from different state:!!Foreign born:
15329,B19101C_003E,"Estimate!!Total:!!$10,000 to $14,999"
15330,B16001_054E,Estimate!!Total:!!Punjabi:
15331,B07007_022E,Estimate!!Total:!!Moved from different state:!!Native
15332,B19101C_002E,"Estimate!!Total:!!Less than $10,000"
15333,B06004G_005E,Estimate!!Total:!!Foreign born
15334,B16001_055E,"Estimate!!Total:!!Punjabi:!!Speak English ""very well"""
15335,B07007_021E,Estimate!!Total:!!Moved from different state:
15336,B16001_052E,"Estimate!!Total:!!Urdu:!!Speak English ""very well"""
15337,B19101C_001E,Estimate!!Total:
15338,B07007_020E,Estimate!!Total:!!Moved from different county within same state:!!Foreign born:!!Not a U.S. citizen
15339,B16001_053E,"Estimate!!Total:!!Urdu:!!Speak English less than ""very well"""
15340,B16001_050E,"Estimate!!Total:!!Hindi:!!Speak English less than ""very well"""
15341,B26201_168E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Juvenile facilities:!!Female:!!Under 15 years
15342,B16001_051E,Estimate!!Total:!!Urdu:
15343,B26201_169E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Juvenile facilities:!!Female:!!15 to 17 years
15344,B26201_166E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Juvenile facilities:!!Male:!!25 to 34 years
15345,B24115_278E,Estimate!!Total:!!Chefs and head cooks
15346,B26201_167E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Juvenile facilities:!!Female:
15347,B24115_279E,Estimate!!Total:!!First-line supervisors of food preparation and serving workers
15348,B17020_002E,Estimate!!Total:!!Income in the past 12 months below poverty level:
15349,B26201_164E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Juvenile facilities:!!Male:!!15 to 17 years
15350,B17020_001E,Estimate!!Total:
15351,B26201_165E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Juvenile facilities:!!Male:!!18 to 24 years
15352,B19101C_009E,"Estimate!!Total:!!$40,000 to $44,999"
15353,B17020_004E,Estimate!!Total:!!Income in the past 12 months below poverty level:!!6 to 11 years
15354,B26201_162E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Juvenile facilities:!!Male:
15355,B19101C_008E,"Estimate!!Total:!!$35,000 to $39,999"
15356,B17020_003E,Estimate!!Total:!!Income in the past 12 months below poverty level:!!Under 6 years
15357,B26201_163E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Juvenile facilities:!!Male:!!Under 15 years
15358,B19101C_007E,"Estimate!!Total:!!$30,000 to $34,999"
15359,B17020_006E,Estimate!!Total:!!Income in the past 12 months below poverty level:!!18 to 59 years
15360,B26201_160E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Juvenile facilities:!!18 to 24 years
15361,B19101C_006E,"Estimate!!Total:!!$25,000 to $29,999"
15362,B17020_005E,Estimate!!Total:!!Income in the past 12 months below poverty level:!!12 to 17 years
15363,B26201_161E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Juvenile facilities:!!25 to 34 years
15364,B24115_283E,Estimate!!Total:!!Fast food and counter workers
15365,B25122_098E,"Estimate!!Total:!!Household income in the past 12 months (in 2019 inflation-adjusted dollars) --!!$75,000 to $99,999:!!With cash rent:!!$900 to $999"
15366,B25056_009E,Estimate!!Total:!!With cash rent:!!$350 to $399
15367,B25056_008E,Estimate!!Total:!!With cash rent:!!$300 to $349
15368,B24121_499E,"Estimate!!Total:!!Pressers, textile, garment, and related materials"
15369,B24114_417E,Estimate!!Total:!!Structural iron and steel workers
15370,B17001_050E,Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!12 to 14 years
15371,B19130_013E,"Estimate!!Aggregate family income in the past 12 months (in 2019 inflation-adjusted dollars):!!Other family (dollars):!!Male householder, no spouse present (dollars):!!Householder 15 to 24 years (dollars)"
15372,B02012_001E,Estimate!!Total:
15373,B25122_097E,"Estimate!!Total:!!Household income in the past 12 months (in 2019 inflation-adjusted dollars) --!!$75,000 to $99,999:!!With cash rent:!!$800 to $899"
15374,B24115_282E,Estimate!!Total:!!Bartenders
15375,B17001_051E,Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!15 years
15376,B25127_049E,Estimate!!Total:!!Renter occupied:!!Built 2010 or later:!!5 to 19
15377,B24121_498E,Estimate!!Total:!!Laundry and dry-cleaning workers
15378,B24114_416E,Estimate!!Total:!!Sheet metal workers
15379,B19130_012E,"Estimate!!Aggregate family income in the past 12 months (in 2019 inflation-adjusted dollars):!!Other family (dollars):!!Male householder, no spouse present (dollars):"
15380,B19130_011E,Estimate!!Aggregate family income in the past 12 months (in 2019 inflation-adjusted dollars):!!Other family (dollars):
15381,B17001_052E,Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!16 and 17 years
15382,B24115_285E,"Estimate!!Total:!!Food servers, nonrestaurant"
15383,B25056_006E,Estimate!!Total:!!With cash rent:!!$200 to $249
15384,B24114_415E,Estimate!!Total:!!Roofers
15385,B19130_010E,Estimate!!Aggregate family income in the past 12 months (in 2019 inflation-adjusted dollars):!!Married couple family (dollars):!!Householder 75 years and over (dollars)
15386,C21001F_001E,Estimate!!Total:
15387,B25122_099E,"Estimate!!Total:!!Household income in the past 12 months (in 2019 inflation-adjusted dollars) --!!$75,000 to $99,999:!!With cash rent:!!$1,000 to $1,249"
15388,B17001_053E,Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!18 to 24 years
15389,B24115_284E,Estimate!!Total:!!Waiters and waitresses
15390,B24114_414E,Estimate!!Total:!!Reinforcing iron and rebar workers
15391,B25056_007E,Estimate!!Total:!!With cash rent:!!$250 to $299
15392,B24115_287E,Estimate!!Total:!!Dishwashers
15393,C21001F_002E,Estimate!!Total:!!Male:
15394,B17001_054E,Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!25 to 34 years
15395,B25127_045E,Estimate!!Total:!!Renter occupied:
15396,B25056_004E,Estimate!!Total:!!With cash rent:!!$100 to $149
15397,B19130_017E,"Estimate!!Aggregate family income in the past 12 months (in 2019 inflation-adjusted dollars):!!Other family (dollars):!!Male householder, no spouse present (dollars):!!Householder 55 to 59 years (dollars)"
15398,C21001F_003E,Estimate!!Total:!!Male:!!18 to 64 years:
15399,B17001_055E,Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!35 to 44 years
15400,B24115_286E,Estimate!!Total:!!Dining room and cafeteria attendants and bartender helpers
15401,B25056_005E,Estimate!!Total:!!With cash rent:!!$150 to $199
15402,B25127_044E,"Estimate!!Total:!!Owner occupied:!!Built 1939 or earlier:!!Mobile home, boat, RV, van, etc."
15403,B19130_016E,"Estimate!!Aggregate family income in the past 12 months (in 2019 inflation-adjusted dollars):!!Other family (dollars):!!Male householder, no spouse present (dollars):!!Householder 45 to 54 years (dollars)"
15404,B17001_056E,Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!45 to 54 years
15405,B24115_289E,"Estimate!!Total:!!Food preparation and serving related workers, all other"
15406,C21001F_004E,Estimate!!Total:!!Male:!!18 to 64 years:!!Veteran
15407,B25127_048E,Estimate!!Total:!!Renter occupied:!!Built 2010 or later:!!2 to 4
15408,B25056_002E,Estimate!!Total:!!With cash rent:
15409,B24114_419E,"Estimate!!Total:!!Helpers, construction trades"
15410,B25127_047E,"Estimate!!Total:!!Renter occupied:!!Built 2010 or later:!!1, detached  or attached"
15411,B19130_015E,"Estimate!!Aggregate family income in the past 12 months (in 2019 inflation-adjusted dollars):!!Other family (dollars):!!Male householder, no spouse present (dollars):!!Householder 35 to 44 years (dollars)"
15412,C21001F_005E,Estimate!!Total:!!Male:!!18 to 64 years:!!Nonveteran
15413,B17001_057E,Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!55 to 64 years
15414,B24115_288E,"Estimate!!Total:!!Hosts and hostesses, restaurant, lounge, and coffee shop"
15415,B24114_418E,Estimate!!Total:!!Solar photovoltaic installers
15416,B25056_003E,Estimate!!Total:!!With cash rent:!!Less than $100
15417,B25127_046E,Estimate!!Total:!!Renter occupied:!!Built 2010 or later:
15418,B19130_014E,"Estimate!!Aggregate family income in the past 12 months (in 2019 inflation-adjusted dollars):!!Other family (dollars):!!Male householder, no spouse present (dollars):!!Householder 25 to 34 years (dollars)"
15419,B17001_058E,Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!65 to 74 years
15420,C21001F_006E,Estimate!!Total:!!Male:!!65 years and over:
15421,B25127_041E,Estimate!!Total:!!Owner occupied:!!Built 1939 or earlier:!!5 to 19
15422,B24121_491E,"Estimate!!Total:!!Molders and molding machine setters, operators, and tenders, metal and plastic"
15423,B25122_090E,"Estimate!!Total:!!Household income in the past 12 months (in 2019 inflation-adjusted dollars) --!!$75,000 to $99,999:!!With cash rent:!!$100 to $199"
15424,C21001F_007E,Estimate!!Total:!!Male:!!65 years and over:!!Veteran
15425,B17001_059E,Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!75 years and over
15426,B25127_040E,Estimate!!Total:!!Owner occupied:!!Built 1939 or earlier:!!2 to 4
15427,B24121_490E,"Estimate!!Total:!!Model makers and patternmakers, metal and plastic"
15428,B25122_092E,"Estimate!!Total:!!Household income in the past 12 months (in 2019 inflation-adjusted dollars) --!!$75,000 to $99,999:!!With cash rent:!!$300 to $399"
15429,C21001F_008E,Estimate!!Total:!!Male:!!65 years and over:!!Nonveteran
15430,B25127_043E,Estimate!!Total:!!Owner occupied:!!Built 1939 or earlier:!!50 or more
15431,B24121_493E,"Estimate!!Total:!!Welding, soldering, and brazing workers"
15432,C21001F_009E,Estimate!!Total:!!Female:
15433,B25127_042E,Estimate!!Total:!!Owner occupied:!!Built 1939 or earlier:!!20 to 49
15434,B24121_492E,Estimate!!Total:!!Tool and die makers
15435,B25122_091E,"Estimate!!Total:!!Household income in the past 12 months (in 2019 inflation-adjusted dollars) --!!$75,000 to $99,999:!!With cash rent:!!$200 to $299"
15436,B25122_094E,"Estimate!!Total:!!Household income in the past 12 months (in 2019 inflation-adjusted dollars) --!!$75,000 to $99,999:!!With cash rent:!!$500 to $599"
15437,B24114_413E,Estimate!!Total:!!Plasterers and stucco masons
15438,B24121_495E,Estimate!!Total:!!Prepress technicians and workers
15439,B25122_093E,"Estimate!!Total:!!Household income in the past 12 months (in 2019 inflation-adjusted dollars) --!!$75,000 to $99,999:!!With cash rent:!!$400 to $499"
15440,B24114_411E,Estimate!!Total:!!Pipelayers
15441,B24114_412E,"Estimate!!Total:!!Plumbers, pipefitters, and steamfitters"
15442,B24121_494E,Estimate!!Total:!!Other metal workers and plastic workers
15443,B16001_058E,"Estimate!!Total:!!Bengali:!!Speak English ""very well"""
15444,B25122_096E,"Estimate!!Total:!!Household income in the past 12 months (in 2019 inflation-adjusted dollars) --!!$75,000 to $99,999:!!With cash rent:!!$700 to $799"
15445,B24115_281E,Estimate!!Total:!!Food preparation workers
15446,B24114_410E,Estimate!!Total:!!Painters and paperhangers
15447,B24121_497E,Estimate!!Total:!!Print binding and finishing workers
15448,B16001_059E,"Estimate!!Total:!!Bengali:!!Speak English less than ""very well"""
15449,B25122_095E,"Estimate!!Total:!!Household income in the past 12 months (in 2019 inflation-adjusted dollars) --!!$75,000 to $99,999:!!With cash rent:!!$600 to $699"
15450,B24115_280E,Estimate!!Total:!!Cooks
15451,B24121_496E,Estimate!!Total:!!Printing press operators
15452,B19101C_017E,"Estimate!!Total:!!$200,000 or more"
15453,B16001_068E,"Estimate!!Total:!!Telugu:!!Speak English less than ""very well"""
15454,B16001_069E,Estimate!!Total:!!Tamil:
15455,B19101C_016E,"Estimate!!Total:!!$150,000 to $199,999"
15456,B19101C_015E,"Estimate!!Total:!!$125,000 to $149,999"
15457,B16001_066E,Estimate!!Total:!!Telugu:
15458,B19101C_014E,"Estimate!!Total:!!$100,000 to $124,999"
15459,B16001_067E,"Estimate!!Total:!!Telugu:!!Speak English ""very well"""
15460,B19101C_013E,"Estimate!!Total:!!$75,000 to $99,999"
15461,B07004CPR_006E,Estimate!!Total:!!Moved from elsewhere
15462,B20003_006E,"Estimate!!Aggregate earnings in the past 12 months (in 2019 inflation-adjusted dollars):!!Female:!!Worked full-time, year-round in the past 12 months"
15463,B16001_064E,"Estimate!!Total:!!Other Indo-European languages:!!Speak English ""very well"""
15464,B26201_158E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Juvenile facilities:!!Under 15 years
15465,B20003_007E,Estimate!!Aggregate earnings in the past 12 months (in 2019 inflation-adjusted dollars):!!Female:!!Other
15466,B16001_065E,"Estimate!!Total:!!Other Indo-European languages:!!Speak English less than ""very well"""
15467,B19101C_012E,"Estimate!!Total:!!$60,000 to $74,999"
